SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
gonna	2	4107485	1190	UK	2010			
son	1	5742017	681	UK	2010			
aye	1	4107485	200	UK	2010			
pimping	1	4107485	164	UK	2010			
guy	1	4107485	1146	UK	2010			
er	1	6338678	574	UK	2008			
bloke	2	6338678	573	UK	2008			
murk	2	3345059	443	UK	2008			
yeah	2	3345059	609	UK	2008			
bre	1	3345059	304	UK	2008			
fucking	2	3345059	1708	UK	2008			
fucking	1	3345059	1422	UK	2008			
bell me	1	3345059	896	UK	2008			
fucking	1	3345059	825	UK	2008			
gotta	2	3345059	631	UK	2008			
dabs	1	3345059	248	UK	2008			
blood	2	3345059	1674	UK	2008			
yeah	2	3345059	547	UK	2008	yes, agreed		yes
y'all	1	3468388	322	US	2007			
homeys	2	3468388	622	US	2007			
burner	2	3468388	263	US	2007			
gonna	2	5536320	570	US	2014			
bandit	2	3468388	413	US	2007			
fucking	1	3468388	725	US	2007			
hell	1	3468388	85	US	2007			
bro	1	5536320	910	US	2014			
that	1	3468388	259	US	2007			
yo	1	3468388	292	US	2007			
fool	2	3468388	174	US	2007			
office	1	5697912	1521	US	2012			
punked	2	3468388	852	US	2007			
make out	1	3468388	194	US	2007			
man	2	3468388	92	US	2007			
fucking	1	3468388	608	US	2007			
the yard	1	5536320	1046	US	2014			
kids	1	5697912	48	US	2012			
fan	1	5536320	1820	US	2014			
wanna	2	5536320	1045	US	2014			
gonna	1	3877824	15	US	2009			
wing	1	5536320	429	US	2014			
gonna	2	5697912	1760	US	2012	a word for people who are too lazy to say 'going to'.	https://www.urbandictionary.com/define.php?term=gonna	going
kinda	1	3877824	743	US	2009			
a screw	1	5891414	434	US	2014			
test drive	1	5697912	1603	US	2012			
kidding	1	3877824	16	US	2009			
fucked over	1	3877824	748	US	2009			
notes	1	241730	394	US	2005			
over your head	1	3877824	301	US	2009			
guys do it all the time	1	3877824	160	US	2009			
stuck	1	241730	660	US	2005			
jump cuts	1	241730	1435	US	2005			
take your shot	1	5891414	442	US	2014			
pals	1	241730	1250	US	2005			
shit	1	5838045	871	US	2014			
ballbuster	3	5891414	112	US	2014	a woman who challenges the virility and dominance of a man by utilizing verbal abuse and/or by controlling social situations usually controlled by the men.	https://www.urbandictionary.com/define.php?term=ball%20buster	bitch
um moment	1	6249260	467	US	2014			
college kid	1	5178727	360	US	2010			
take a look at yourself	1	5838045	887	US	2014			
boxer shorts	1	5178727	685	US	2010			
clueless	1	5838045	513	US	2014			
relic	2	5838045	514	US	2014	an antisocial, unsavoury, and unkempt man, but not a hermit.	https://www.urbandictionary.com/define.php?term=Relic	bum
legit	1	5838045	19	US	2014			
gonna	1	6249260	714	US	2014			
bitch	1	5178727	368	US	2010			
trick	1	6249260	373	US	2014			
skater legs	1	5178727	1230	US	2010			
pocket money	1	6249260	1014	US	2014			
sick	1	6692456	615	US	2016			
asshole	2	6692456	289	US	2016	a contempt human who goes around doing cruel and intentional shit simply to piss other people off.	https://www.urbandictionary.com/define.php?term=Asshole	jerk
fucking	1	6692456	948	US	2016			
wanna	1	6249260	116	US	2014			
walk it off	1	5166024	230	US	2013			
lout	1	6692456	159	US	2016			
split up	1	5166024	1638	US	2013			
ticks	1	6692456	403	US	2016			
deflate	1	5166024	1626	US	2013			
holds off	1	5653079	558	US	2012			
all locked up	1	6692456	183	US	2016			
buddy	1	5166024	1521	US	2013			
sleeping with	1	5653079	386	US	2012			
heads or tails	1	5653079	1667	US	2012			
fuck	1	5166024	1063	US	2013			
got a live one	1	4728198	863	US	2001			
y'all	1	5653079	1775	US	2012			
weave	1	5653079	268	US	2012			
serious	1	5166024	1081	US	2013			
black out	1	6406429	607	US	2001			
money	1	5450161	614	US	2013			
clean	1	6406429	626	US	2001			
gonna	1	4728198	643	US	2001			
interns	1	6406429	341	US	2001			
that thing	1	5340423	35	US	2013			
felt like i should say something	1	5450161	878	US	2013			
wanna	1	5450161	1516	US	2013			
gigs	3	6406429	522	US	2001	a job, usually in the entertainment industry.	https://www.urbandictionary.com/define.php?term=gig	job
wade	2	5340423	1615	US	2013	to commit oneself whole-heartedly, esp. to a fight.		sift
mess up	1	6801883	5	US	2014			
everything good	1	5450161	1487	US	2013			
smells like rhinos	1	5340423	2114	US	2013			
kid	1	5450161	841	US	2013			
that look	1	6801883	306	US	2014			
went	1	6377252	158	US	2009			
phone	1	6801883	175	US	2014			
fucking	1	6801883	762	US	2014			
game	1	3562517	1084	US	2009			
banging	1	6377252	762	US	2009			
do anything for you	1	3562517	248	US	2009			
gonna	1	6377252	204	US	2009			
keep it light	1	3562517	150	US	2009			
kid	1	3562517	1115	US	2009			
clean through	1	4953583	544	US	2013			
jesus	1	3562517	167	US	2009			
now this	1	4953583	616	US	2013			
get laid	2	3562517	1696	US	2009	to get fucked.	https://www.urbandictionary.com/define.php?term=get%20laid	have sex
chance	1	3562517	2319	US	2009			
miser	1	3562517	166	US	2009			
train wreck	3	3562517	280	US	2009	describes something that is so bad that you don't want to keep watching or following but you just can't look away from it.	https://www.urbandictionary.com/define.php?term=train%20wreck	disaster
bullhead	1	4953583	448	US	2013			
fuck off	2	3546395	457	US	2009	an offensive term to tell someone to go away	https://www.urbandictionary.com/define.php?term=fuck%20off	go away
gonna	1	4953583	453	US	2013			
off	1	4953583	133	US	2013			
what the fuck	1	4953583	348	US	2013			
bite	1	3546395	1191	US	2009			
honey	1	3546395	1207	US	2009			
smack	1	3372842	901	US	2000			
sweetcakes	3	3546395	410	US	2009	meaning that something is sweet and cool or nice at the same time. it's like getting a free lunch. usually used as a response and token of appreciation.	https://www.urbandictionary.com/define.php?term=Sweetcakes	beautiful
pay dirt	1	3372842	737	US	2000			
crap out	2	3372842	425	US	2000			
giro	1	3546395	228	US	2009			
gonna	1	3372842	1369	US	2000			
abandon the universe	2	145382	585	US	2000			
hotter	2	4109374	914	US	2010			
unique	1	145382	425	US	2000			
shithead	1	4109374	827	US	2010			
love race	1	145382	652	US	2000			
spread the word	1	3279503	684	US	2008			
feelin' it	2	135737	1816	US	2000			
fucker	2	3279503	1108	US	2008			
lost	1	3279503	832	US	2008			
cruisin'	1	135737	441	US	2000			
shh	1	135737	344	US	2000			
weapon	1	3279503	683	US	2008			
sweetie	1	3279503	151	US	2008			
man	1	135737	1076	US	2000			
seriously	1	6185084	1839	US	2015			
me time	1	6185084	183	US	2015			
asshole	3	135737	271	US	2000			
look it up	1	4218973	699	US	2011			
forever	1	6185084	1521	US	2015			
kid	2	4218973	953	US	2011			
dude	1	6185084	1931	US	2015			
chump	2	4574956	507	US	2011			
beat	1	4574956	1016	US	2011			
fuck	1	4574956	191	US	2011			
resortir	1	4574956	323	US	2011			
dude	1	4574956	308	US	2011			
hell	1	4218973	752	US	2011			
hit me	2	186160	1959	US	2004			
herkie	2	186160	1402	US	2004			
bro	1	4574956	814	US	2011			
score	1	186160	74	US	2004			
yo	1	4574956	1331	US	2011			
fuck	1	4574956	1019	US	2011			
rock	2	186160	1216	US	2004			
squad	1	186160	1414	US	2004			
toe up	1	4574956	11	US	2011			
smart guy	2	186160	831	US	2004			
fuck	1	4574956	744	US	2011			
shit	1	4574956	521	US	2011			
bomb diggity	3	186160	654	US	2004			
shit	3	4574956	3	US	2011			
gonna	1	186160	692	US	2004			
fucked up big time	1	3807079	780	UK	2005			
ah	1	3807079	334	UK	2005			
tick	1	4938516	610	UK	2009			
drag boy	1	4030209	444	UK	2003			
fucking	2	4030209	21	UK	2003	sex but a swear word here		very bad
eh	1	4938516	515	UK	2009			
darling	1	3807079	1293	UK	2005			
escort	1	4938516	974	UK	2009			
gonna	2	4030209	681	UK	2003	going to		going to
wanna	2	4629499	1162	UK	2012	want to		want to
fucking	2	4030209	599	UK	2003			
gonna	2	4030209	511	UK	2003			
cunts	2	4629499	368	UK	2012	vagina but also a highly offensive insult, especially to women		idiots
poo	1	7039857	56	UK	2016			
geeks	1	4629499	349	UK	2012			
pull it off	1	7039857	1163	UK	2016			
clean break	1	6910409	380	UK	2014			
wanna	2	4629499	120	UK	2012			
fuck	2	4629499	1026	UK	2012			
fuck	1	4629499	1089	UK	2012			
wanna	2	6910409	267	UK	2014			
copper	1	4629499	779	UK	2012			
work	1	6910409	188	UK	2014			
fucking	2	4629499	34	UK	2012			
cock	2	6910409	1022	UK	2014			
winding you up	1	4629499	1315	UK	2012			
grand	2	4629499	375	UK	2012			
fucking	3	4629499	31	UK	2012			
play the fool	1	5151994	239	UK	2008			
dear	1	5814259	365	UK	2014			
innit	2	4398890	12	UK	2011			
cleaned me out	1	5814259	1431	UK	2014			
gonna	1	5151994	191	UK	2008			
fucking	1	4398890	51	UK	2011			
nagging	2	5814259	588	UK	2014			
gonna	1	5814259	1074	UK	2014			
o'	2	5151994	551	UK	2008			
burst your bubble	1	4398890	96	UK	2011			
shuffle	1	5814259	1052	UK	2014			
fuck it	1	4177060	635	UK	2009			
fuck	1	4177060	634	UK	2009			
gonna	1	4177060	567	UK	2009			
fucking	1	4177060	258	UK	2009			
fucking	3	4177060	248	UK	2009	harsh and or unfair treatment		unkind
empty your pockets	1	5681039	582	UK	2004			
tits	2	4177060	543	UK	2009	womans breasts		breasts
gonna	1	6237485	389	UK	2014			
fucking	1	6237485	145	UK	2014			
fuck	3	4987950	392	UK	2011	a general intensifier to express anger or annoyance		ignore
stupid	1	4204063	384	UK	2009			
fucking	1	4987950	361	UK	2011			
mother'got the doggy	1	4987950	980	UK	2011			
fucking	2	6997754	403	UK	2012			
yeah	1	6997754	618	UK	2012			
chuckling	1	6997754	369	UK	2012			
cos	2	6997754	65	UK	2012			
'cause	2	4204063	369	UK	2009			
balls	1	4987950	39	UK	2011			
'em	2	4987950	819	UK	2011			
keen	1	4864547	363	UK	2012			
dick	2	4987950	38	UK	2011	the penis		penis
pips	2	4864547	1433	UK	2012	phone minutes		minutes
fucking	3	6997754	34	UK	2012			
which way the wind was blowing	1	5052284	1175	UK	2002			
till	1	4864547	321	UK	2012			
blood	1	5052284	1193	UK	2002			
gonna	1	4683078	178	UK	2012			
ah	1	4864547	519	UK	2012			
fucking	3	6010762	750	UK	2012	a contemptible person; often in combs.	https://greensdictofslang.com/entry/2jwxjqa	damn
freakin	1	5052284	1140	UK	2002			
fuckin'	2	6010762	254	UK	2012			
black	1	6010762	609	UK	2012			
gonna	1	4683078	767	UK	2012			
doin'	1	6010762	226	UK	2012			
smackhead	2	6010762	724	UK	2012	a heroin addict	https://greensdictofslang.com/entry/gtumqki#ftp4sra	addict
cut his throat	1	5052284	545	UK	2002			
fuckin'	2	6010762	2079	UK	2012			
yeah	1	4471635	337	UK	2010			
weed	2	6010762	545	UK	2012	a funny plant that makes you stare at a wall for 10 minutes until you realize thats not the tv.	https://www.urbandictionary.com/define.php?term=Weed	marijuana
fucking vince	1	6010762	2051	UK	2012			
fuck	3	4471635	1333	UK	2010			
cunt	2	4471635	775	UK	2010			
fucking	2	4471635	493	UK	2010			
em	1	4471635	367	UK	2010			
shit	2	6010762	257	UK	2012	a contemptible person; often in combs.	https://greensdictofslang.com/entry/2jwxjqa	stuff
fucking	1	3121411	166	UK	2006			
ball	1	4471635	816	UK	2010			
gonna	2	3121411	23	UK	2006			
fucking	2	3121411	564	UK	2006			
fucking	1	4471635	7	UK	2010			
cunts	2	3121411	478	UK	2006			
fucking	2	3121411	334	UK	2006			
fucking	2	3121411	130	UK	2006			
gonna	2	3121411	683	UK	2006			
fucking	2	4471635	204	UK	2010			
ya	2	3121411	432	UK	2006			
fuck	2	4471635	700	UK	2010			
gotta	2	3121411	518	UK	2006			
okay	1	4471635	772	UK	2010			
fucking	2	3121411	500	UK	2006			
fucking	2	3121411	498	UK	2006			
gonna	2	6782316	332	UK	2009			
balls	1	5837569	1486	UK	2002			
banging	1	5837569	435	UK	2002			
ha ha	1	5837569	651	UK	2002			
merc	1	6782316	1401	UK	2009			
gonna	1	5837569	1375	UK	2002			
knieve	1	6782316	460	UK	2009			
cos	2	4136037	71	UK	2010			
fiddling'	1	5461631	650	UK	2003			
ain't	2	4136037	526	UK	2010	is not		isn't
messed up	1	5461631	772	UK	2003			
fucking sick	1	4136037	307	UK	2010			
'course	1	4527521	94	UK	2012			
babe	2	4527521	890	UK	2012			
gonna	2	4527521	88	UK	2012			
'em	2	5461631	970	UK	2003	short version of 'them'		them
palmed him	1	4527521	453	UK	2012			
yeah	1	5461631	253	UK	2003			
yeah	1	4527521	594	UK	2012			
gonna	2	4107485	1213	UK	2010	going to, mean to		going to
kids	2	5742017	399	UK	2010	children		children
bloody	1	4107485	496	UK	2010			
gonna	2	4107485	93	UK	2010			
gonna	2	4107485	1212	UK	2010			
ye	1	4107485	491	UK	2010			
bloody	1	4107485	349	UK	2010			
telly	1	6338678	255	UK	2008			
cos	2	6338678	17	UK	2008			
blood	1	3345059	1120	UK	2008			
dickhead	1	3345059	761	UK	2008			
fucking	3	3345059	6	UK	2008			
blood	1	3345059	581	UK	2008			
yat	1	3345059	933	UK	2008			
ting	2	3345059	380	UK	2008			
'em	2	3345059	565	UK	2008			
yeah	2	3345059	1530	UK	2008			
blood	1	3345059	729	UK	2008			
ain't	2	3345059	558	UK	2008			
gonna	2	3345059	299	UK	2008			
hell's	1	3468388	100	US	2007			
hood	2	3468388	260	US	2007			
dawg	3	3468388	489	US	2007			
runnin	1	5536320	592	US	2014			
run it	1	5697912	1783	US	2012			
screws me over	2	5697912	1936	US	2012			
yo	2	5536320	1391	US	2014			
joint	1	3468388	189	US	2007			
baby	1	3468388	515	US	2007			
fitting	1	3468388	417	US	2007			
informal conversation to express  frustration	1	3468388	33	US	2007			
nigga	2	3468388	310	US	2007			
behind these walls	1	5536320	1736	US	2014			
cool	2	5536320	260	US	2014			
lovebirds	3	3468388	584	US	2007			
homeys	1	3468388	621	US	2007			
bucks	1	3877824	74	US	2009			
ain't	1	5536320	1789	US	2014			
gonna	2	3877824	73	US	2009			
bitch	1	3877824	680	US	2009			
boo hoo	1	5697912	297	US	2012			
fucked	2	5536320	138	US	2014			
dime	3	3877824	257	US	2009			
slut	2	3877824	297	US	2009			
playing the field	2	3877824	159	US	2009			
wing girl	2	3877824	232	US	2009			
fuckin	2	3877824	667	US	2009			
tricks	1	5891414	514	US	2014			
fresh start	1	3877824	8	US	2009			
reaches out	1	5891414	798	US	2014			
jerk	2	241730	628	US	2005			
fuck	1	3877824	744	US	2009			
having us	1	241730	352	US	2005			
wanna	1	241730	1009	US	2005			
like	1	5838045	217	US	2014			
something wrong with them	1	241730	122	US	2005			
witnessed	1	5891414	1131	US	2014			
trick	3	5178727	78	US	2010			
inherited my mouth	1	5178727	415	US	2010			
luck	1	6249260	565	US	2014			
gates of hell	1	6692456	156	US	2016			
blood in your body	1	5178727	1108	US	2010			
trick	1	5178727	1402	US	2010			
mangy	1	6249260	567	US	2014			
up front	1	6692456	541	US	2016			
kids	1	6692456	1581	US	2016			
you are playing hard to get	1	5653079	1486	US	2012			
dirty	1	5653079	1478	US	2012			
heart sink	2	6692456	1617	US	2016			
fireworks	2	5653079	959	US	2012			
making up	1	5653079	380	US	2012			
end of my rope	1	5653079	257	US	2012			
dickhead	1	5166024	1532	US	2013			
really	1	5653079	1552	US	2012			
porn	2	5450161	1635	US	2013			
colonized	1	6406429	1251	US	2001			
titty	3	5450161	103	US	2013			
decaf	1	4728198	325	US	2001			
pitch	1	6406429	323	US	2001			
went out	1	5450161	985	US	2013			
party	1	6406429	724	US	2001			
fuckin'	1	6406429	1438	US	2001			
ass	1	6406429	1435	US	2001			
moping	2	5340423	2321	US	2013			
dime	1	5450161	292	US	2013			
trash	1	5450161	1165	US	2013			
life story	1	6406429	288	US	2001			
hitting	1	5450161	1069	US	2013			
decent little sound	1	5340423	218	US	2013			
kids	1	5450161	1834	US	2013			
hijackers	1	6377252	186	US	2009			
yanking	2	6377252	388	US	2009			
boing	1	5340423	106	US	2013			
hold up a minute	1	6377252	495	US	2009			
gotteskind	2	6801883	941	US	2014			
shit	3	5340423	1524	US	2013			
spick	2	6801883	8	US	2014			
take a while	1	5340423	1851	US	2013			
fuck	1	5340423	2006	US	2013			
the drill	1	6801883	1064	US	2014			
launch	1	3562517	773	US	2009			
bitches	1	3562517	1867	US	2009			
waste your life	1	3562517	601	US	2009			
eyes and ears open	2	6377252	59	US	2009			
dead over there	1	4953583	126	US	2013			
sweetheart	2	3562517	399	US	2009	see separate entries		simple
good view	1	4953583	519	US	2013			
paid off	2	4953583	550	US	2013	a politician who is bought off by big corporations, and does the bidding of their corporate overlords.	https://www.urbandictionary.com/define.php?term=paid%20off	big tax-carve out
i want you to pick up that gun	1	3546395	164	US	2009			
guy	1	4953583	494	US	2013			
store	1	3372842	432	US	2000			
gonna	1	3546395	1193	US	2009			
getting a job at wally's whack shack	1	3546395	448	US	2009			
kid	1	3546395	432	US	2009			
clouds	1	3546395	211	US	2009			
shot put	1	3372842	555	US	2000			
eat like a pig	1	3372842	985	US	2000			
kicking you out	1	145382	85	US	2000			
honey	2	3372842	538	US	2000	based on the sweetness		money
overdose	1	4109374	1279	US	2010			
breaks my heart	1	4109374	2400	US	2010			
the shakes	2	145382	1045	US	2000	the jitteriness followed by a long night of drinking which usually will only stop with more drinking.	https://www.urbandictionary.com/define.php?term=the%20shakes	drink
hash brownie	1	145382	637	US	2000			
reps	2	4109374	329	US	2010			
tail	2	135737	1403	US	2000			
gonna	1	3279503	806	US	2008			
has him	1	3279503	339	US	2008			
play it	1	3279503	449	US	2008			
wired	1	135737	2129	US	2000			
randall raines	1	135737	411	US	2000			
man	1	135737	1826	US	2000			
check it out	1	135737	2239	US	2000			
boost	1	135737	1499	US	2000			
making out	1	6185084	1318	US	2015			
losing	1	4218973	373	US	2011			
school neanderthal	1	6185084	636	US	2015			
my gut	1	4218973	179	US	2011			
lil' bro	1	4574956	261	US	2011			
nig	2	4574956	807	US	2011			
hag	3	4218973	497	US	2011			
gettir	2	4574956	1090	US	2011			
eyes	1	4218973	436	US	2011			
rolled	1	4574956	260	US	2011			
rad	2	4574956	872	US	2011			
waste of skin	3	4574956	345	US	2011			
gonna	1	186160	797	US	2004			
chump	2	4574956	1078	US	2011			
da bombs	1	4574956	1116	US	2011			
rock beat	1	186160	508	US	2004			
jumped his ass	1	4574956	1308	US	2011			
biff	2	4574956	19	US	2011			
rules	1	186160	417	US	2004			
discush	1	186160	880	US	2004			
fuckir	2	4574956	869	US	2011			
sand	1	4574956	857	US	2011			
ill	1	4574956	1095	US	2011			
rock	1	186160	1272	US	2004			
back out	1	186160	1489	US	2004			
damage control	2	186160	495	US	2004			
fuck	1	4938516	683	UK	2009			
fuck	1	4030209	898	UK	2003			
um	1	4030209	970	UK	2003			
fruit	1	3807079	931	UK	2005			
wanna	2	4030209	640	UK	2003			
er	1	4030209	956	UK	2003			
bullshit	2	4938516	608	UK	2009			
grand	1	4629499	377	UK	2012			
ooh	1	4030209	1033	UK	2003			
wanna	2	4938516	376	UK	2009			
gonna	1	4938516	1078	UK	2009			
thick	1	7039857	1708	UK	2016			
mate	2	4629499	380	UK	2012			
quid's	1	7039857	1312	UK	2016			
gal	1	7039857	1076	UK	2016			
fill ourselves	1	6910409	658	UK	2014			
fucking	1	4629499	449	UK	2012			
'em	2	4629499	1182	UK	2012	"a short or slang way of saying ""them"""	https://www.urbandictionary.com/define.php?term=%27em	them
lovechild	1	6910409	948	UK	2014			
sec	1	4629499	1151	UK	2012			
iboga	1	6910409	779	UK	2014			
gotta	1	4398890	290	UK	2011			
fuck	1	5151994	144	UK	2008			
couch	1	5814259	1294	UK	2014			
gonna	2	5814259	235	UK	2014			
um	1	5814259	556	UK	2014			
fucking	3	4398890	367	UK	2011			
fuck	1	4177060	514	UK	2009			
prat	1	5814259	974	UK	2014			
till	1	5814259	1519	UK	2014			
nick	1	4177060	269	UK	2009			
scoring	1	4177060	296	UK	2009	obtaining illegal drugs		buying drugs
yeah	2	5681039	979	UK	2004	a spontaneous and vociferous articulation of exuberance shared in 'call and response' reciprocity during any appreciative interaction with a friend. occasional pitch inflection (lower or higher octave) used as a discretionary option to incite laughter.	https://www.urbandictionary.com/define.php?term=YEAH	okay
yeah	1	4177060	540	UK	2009			
codger	1	4177060	342	UK	2009			
kettle on	1	6237485	341	UK	2014			
uh	1	6237485	1363	UK	2014			
glob	2	5681039	575	UK	2004	a mass or lump of some liquid or semi-liquid substance.	https://greensdictofslang.com/entry/ajs7msa	mass of liquid
fucking	3	4177060	631	UK	2009			
fuck	1	4177060	519	UK	2009			
uh	1	6237485	1434	UK	2014			
ok	1	4177060	830	UK	2009			
bung	2	4177060	110	UK	2009	a purse.	https://greensdictofslang.com/entry/fbhp2fy	purse
tits	2	4987950	643	UK	2011	a breast, usu. a womans; usu. in pl.; thus titless adj.	https://greensdictofslang.com/entry/v5jsylq	breast
fucking	2	4987950	725	UK	2011	ruining, messing it up		ruining
rid	1	6997754	1076	UK	2012			
conked out	1	4987950	209	UK	2011			
fucking	2	4204063	1019	UK	2009	sex but here used as a swear word for emphasis		very
homosexual	1	4204063	1246	UK	2009			
perpetrators	1	6997754	49	UK	2012			
cunt	2	4987950	263	UK	2011	highly offensive term for vagina, often used as a general insult.		person
buddy	2	4987950	370	UK	2011	friend		friend
dumb	1	4987950	920	UK	2011			
wanna	2	4987950	50	UK	2011			
fucking	2	4987950	1014	UK	2011			
fuck	1	4987950	1000	UK	2011			
gonna	2	4683078	821	UK	2012	going to		going to
bruv	2	6010762	2041	UK	2012	short for brother but might not literally mean that might be just friend		brother
killers	1	5052284	940	UK	2002			
yo	2	6010762	1247	UK	2012			
goin'	1	6010762	647	UK	2012			
gonna	1	4683078	23	UK	2012			
chat	1	6010762	1617	UK	2012			
wanna	2	6010762	1622	UK	2012			
weed	2	4471635	271	UK	2010	marijuana.	https://greensdictofslang.com/entry/6zeuopi	marijuana
gonna	2	4471635	138	UK	2010			
yeah	1	6010762	2453	UK	2012			
fucking	1	4471635	896	UK	2010			
yeah	1	6010762	154	UK	2012			
fucking	3	3121411	211	UK	2006			
shit	2	3121411	451	UK	2006			
fucking	1	4471635	725	UK	2010			
fucking	3	3121411	214	UK	2006			
smokes	1	3121411	618	UK	2006			
look like shit	1	3121411	394	UK	2006			
bloody	2	3121411	455	UK	2006	a general negative adj., abominable or terrible; esp. in the uk and aus., where it is so widespread as to be termed the great australian adjective.	https://greensdictofslang.com/entry/k5ukyhq	damn
gonna	1	3121411	168	UK	2006			
fucking	3	4471635	407	UK	2010			
fuck	2	3121411	417	UK	2006			
grand	1	4471635	131	UK	2010			
fucking	2	3121411	656	UK	2006			
fucking	1	4471635	555	UK	2010			
dunno	2	3121411	136	UK	2006			
fucking	2	4471635	412	UK	2010	implying a variety of negatives, e.g. vile, despicable, unpleasant, corrupt, dirty.	https://greensdictofslang.com/entry/x57x77i	bad
gonna	2	3121411	348	UK	2006			
twat	2	6782316	242	UK	2009	the vagina	https://greensdictofslang.com/entry/nfgb7ei	vagina
gonna	2	6782316	1528	UK	2009			
okay	1	5837569	1029	UK	2002			
gonna	2	6782316	1149	UK	2009			
bird	1	5837569	511	UK	2002			
sweetie	1	5837569	135	UK	2002			
cos	1	4136037	1129	UK	2010			
time to time	1	6782316	1575	UK	2009			
cos	2	4136037	1170	UK	2010			
yeah	1	5461631	555	UK	2003			
ok	1	5461631	847	UK	2003			
fucking	2	4136037	139	UK	2010			
fucking	1	4136037	406	UK	2010			
'em	1	4136037	1175	UK	2010			
sweet cheeks	1	4527521	739	UK	2012			
gent	1	4527521	19	UK	2012			
fuck	3	4527521	46	UK	2012			
sarnies	1	5461631	865	UK	2003			
tarts	1	4527521	271	UK	2012			
tits	2	4527521	713	UK	2012	a breast, usu. a womans; usu. in pl.; thus titless adj.	https://greensdictofslang.com/entry/v5jsylq	breast
yeah	1	4527521	247	UK	2012			
bicky	1	4527521	43	UK	2012			
dosh	1	4527521	838	UK	2012			
gonna	2	4527521	972	UK	2012			
fella	2	4527521	188	UK	2012			
bloody	1	4107485	743	UK	2010			
love	1	4107485	593	UK	2010			
aye	1	4107485	607	UK	2010			
dad	1	5742017	589	UK	2010			
quid	2	6338678	131	UK	2008	uk pounds		pounds
gran	1	6338678	376	UK	2008			
bre	2	3345059	1096	UK	2008	brother		brother
gash	1	3345059	934	UK	2008			
blood	1	3345059	1394	UK	2008			
ain't	2	3345059	754	UK	2008			
blood	1	3345059	747	UK	2008			
fucked	1	3345059	551	UK	2008			
fuck	2	3345059	1187	UK	2008			
ain't	1	3345059	1101	UK	2008			
man	1	3345059	1726	UK	2008			
babe	2	3345059	1142	UK	2008	a term of endearment that can be seen as rather patronising		baby
ain't	2	3345059	414	UK	2008	are not		aren't
catch up	1	3468388	505	US	2007			
blunt	2	3468388	796	US	2007			
tities	1	3468388	192	US	2007			
cops	1	3468388	739	US	2007			
cause	1	5697912	1966	US	2012			
straighten	1	5536320	1316	US	2014			
babe	1	5697912	25	US	2012			
gonna	2	5536320	1226	US	2014			
suck	1	3468388	548	US	2007			
shit	2	3468388	307	US	2007			
world	1	3468388	51	US	2007			
yo	1	3468388	610	US	2007			
motherfucking	1	3468388	386	US	2007			
fool crazy	2	3468388	304	US	2007			
poon	2	3468388	70	US	2007			
give us a hand	1	5697912	1469	US	2012			
wanna	1	5536320	478	US	2014			
ringing	1	3877824	80	US	2009			
kid	2	5697912	823	US	2012			
pegged	3	3877824	93	US	2009			
four to six more years	1	5536320	1575	US	2014			
cherry popped	1	3877824	581	US	2009			
sec	1	3877824	723	US	2009			
hook up	1	3877824	163	US	2009			
bitch	1	241730	1425	US	2005			
shit	1	241730	1395	US	2005			
fucking	2	3877824	338	US	2009			
culture	1	3877824	234	US	2009			
pegged	1	5891414	992	US	2014			
row	1	241730	1310	US	2005			
subject	1	5891414	280	US	2014			
made her	1	5891414	168	US	2014			
make me	1	5838045	61	US	2014			
wanna	3	241730	222	US	2005			
guys	1	5838045	90	US	2014			
picasso	1	5178727	1042	US	2010			
nanny	1	5178727	1273	US	2010			
dude	1	5838045	34	US	2014			
watch my language	1	5178727	496	US	2010			
packed	1	5178727	1384	US	2010			
destroyed your life	1	5178727	1126	US	2010			
silly	2	5178727	782	US	2010			
goons	1	6692456	1086	US	2016			
caught up	1	5178727	188	US	2010			
inherited	1	6249260	839	US	2014			
what does your husband say	1	5653079	502	US	2012			
lucy in the sky with diamonds	1	4728198	873	US	2001			
superhero	1	5166024	190	US	2013			
tale of two kidneys	1	5653079	1405	US	2012			
stretch	1	5653079	1594	US	2012			
shit	1	5166024	542	US	2013			
biddies	2	5653079	638	US	2012			
little	1	4728198	558	US	2001			
law	1	5653079	508	US	2012			
fucking	1	5450161	1409	US	2013			
shrink	3	4728198	1637	US	2001			
caught	1	5450161	1763	US	2013			
oh	1	6406429	1180	US	2001			
junkies	1	6406429	312	US	2001			
shrink	1	4728198	1643	US	2001			
fucking	2	5450161	2	US	2013			
back then you used to see bands when you went out	1	5450161	984	US	2013			
come in	1	6406429	909	US	2001			
humongous	1	5340423	347	US	2013			
days like this	1	5450161	1406	US	2013			
gonna	1	5450161	842	US	2013			
pussies	1	5340423	1109	US	2013			
freak rock	2	5340423	219	US	2013			
vibration	1	5450161	1784	US	2013			
making out	3	5340423	1456	US	2013			
guy	1	5450161	1799	US	2013			
mad	1	5340423	1359	US	2013			
break	1	5340423	632	US	2013			
gonna	1	6377252	1024	US	2009			
deal	1	6801883	1396	US	2014			
on me	1	5340423	1969	US	2013			
splitting	2	6377252	477	US	2009			
face business	1	6801883	1366	US	2014			
dumb enough to buy that	1	6801883	587	US	2014			
torch	2	6377252	398	US	2009			
killing the game	2	6801883	641	US	2014			
